eduid,id,official_name,official_short,official_address,official_region,official_years,our_name,our_short,our_years
100001990,000351873,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Z. Kodálya 765, Galanta",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100006304,000351989,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,"Tovarnícka 1609, Topoľčany",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002595,000351997,Stredná odborná škola podnikania v remeslách a službách,SOŠ podnikania v remeslách a službách,"V. Paulínyho Tótha 5, Senica",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005534,000352098,Stredná odborná škola služieb,SOŠ služieb,"Sv. Michala 36, Levice",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100005343,000352233,Stredná odborná škola obchodu a služieb - Kereskedelmi és Szolgáltatóipari Szakközépiskola,SOŠ obchodu a služieb,"Budovateľská 32, Komárno",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100009316,000354252,Špeciálna základná škola,Špec.základná škola,"Ďumbierska 15, Banská Bystrica",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100009347,000396869,Gymnázium Jozefa Gregora Tajovského,Gymnázium  J.G.T.,"J.G.Tajovského 25, Banská Bystrica",Banskobystrický,"gym:8,gym:5,gym:4",,,
100006306,000398411,Stredná odborná škola agrotechnická,SOŠ agrotechnická,"Tovarnícka 1632, Topoľčany",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014886,000398900,Gymnázium,Gymnázium,"Trebišovská 12, Košice-Západ",Košický,"gym:8,gym:5,gym:4",,,
100006709,000399388,Stredná odborná škola techniky a služieb - Műszaki és Szolgáltatóipari Szakközépiskola,SOŠ techn. a služ. - Műszaki és Szolg. Szakközép.,"Ul. SNP 41, Šahy",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002989,000399817,Stredná priemyselná škola stavebná Dušana Samuela Jurkoviča,SPŠ stavebná,"Lomonosovova 7, Trnava",Trnavský,"ss:9,ss:4",,,
100006780,000399850,Gymnázium Juraja Fándlyho,Gymnázium J. Fándlyho,"Školská 3, Šaľa",Nitriansky,"gym:8,gym:5,gym:4",,,
100005419,000399965,Gymnázium Hansa Selyeho s vyučovacím jazykom maďarským - Selye János Gimnázium,Gymnázium H.S. s VJM,"Biskupa Királya 5, Komárno",Nitriansky,"gym:8,gym:4",,,
100002577,000400220,Obchodná akadémia,Obchodná akadémia,"Dlhá 10, Senica",Trnavský,"ss:9,ss:5,ss:4",,,
100002075,000400238,Obchodná akadémia,Obchodná akadémia,"Mládežnícka 5, Sereď",Trnavský,"ss:9,ss:4",,,
100005489,000420191,Stredná priemyselná škola strojnícka a elektrotechnická,SPŠ strojnícka a elektrotechnická,"F. Hečku 25, Levice",Nitriansky,"ss:9,ss:4",,,
100003049,000491861,Stredná priemyselná škola dopravná,SPŠ dopravná,"Študentská 23, Trnava",Trnavský,"ss:9,ss:4",,,
100007730,000491942,Stredná odborná škola polytechnická,SOŠ polytechnická,"Demänovská cesta, Liptovský Mikuláš",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100009494,000493767,Odborné učilište internátne Viliama Gaňu,Odborné učilište int.,"Moskovská 17, Banská Bystrica",Banskobystrický,"ss:3,ss",,,
100006486,000500780,Gymnázium,Gymnázium,"Školská 26, Vráble",Nitriansky,"gym:8,gym:5,gym:4",,,
100005972,000500801,Odborné učilište internátne,Odborné učilište int.,"Hviezdoslavova 68, Nová Ves nad Žitavou",Nitriansky,"ss:3,ss",,,
100004682,000515159,Stredná športová škola,Stredná športová škola,"Kožušnícka 2, Trenčín",Trenčiansky,"gym:4,ss:4,gym:8",,,
100005650,000515485,Odborné učilište internátne,Odborné učilište int.,"Nám. sv.Ladislava 14, Mojmírovce",Nitriansky,"ss:3,ss",,,
100009475,000516554,Stredná športová škola,Stredná športová škola,"Trieda SNP 54, Banská Bystrica",Banskobystrický,"gym:4,ss:4,gym:8",,,
100008802,000517801,Stredná odborná škola lesnícka,SOŠ lesnícka,"Medvedzie, Tvrdošín",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100016200,000521663,Stredná priemyselná škola technická,SPŠ technická,"Hviezdoslavova 6, Spišská Nová Ves",Košický,"ss:9,ss:4",,,
100014891,000521965,Stredná športová škola,Stred.šport.škola,"Trieda SNP 104, Košice-Západ",Košický,"gym:4,ss:4,gym:8",,,
100012873,000523216,Odborné učilište internátne,Odborné učilište int.,"Masarykova 20D, Prešov",Prešovský,"ss:3,ss",,,
100004664,000588024,Piaristické gymnázium Jozefa Braneckého,Piar.gymn. J.Braneckého,"Palackého 4, Trenčín",Trenčiansky,"gym:8,gym:4",,,
100002947,000588032,Gymnázium Angely Merici,Gymnázium Angely Merici,"Hviezdoslavova 10, Trnava",Trnavský,"gym:8,gym:4",,,
100005744,000588041,Základná škola s materskou školou svätého Gorazda,Základná škola s MŠ,"Dlhá 78, Nitra",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100003563,000596680,Gymnázium,Gymnázium,"Jablonská 5, Myjava",Trenčiansky,"gym:8,gym:5,gym:4",,,
100005742,000596868,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,"Cintorínska 4, Nitra",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005781,000596876,Stredná odborná škola gastronómie a cestovného ruchu,SOŠ gastr. a cest. ruchu,"Levická 40, Nitra",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014964,000598071,Gymnázium,Gymnázium,"Alejová 1, Košice-Juh",Košický,"gym:8,gym:4",,,
100000645,000605751,Gymnázium,Gymnázium,"Bilíkova 24, Bratislava-Dúbravka",Bratislavský,"gym:8,gym:5,gym:4",,,
100000846,000605760,Gymnázium Alberta Einsteina,Gymnázium A. Einsteina,"Einsteinova 35, Bratislava-Petržalka",Bratislavský,"gym:8,gym:5,gym:4",,,
100000374,000605786,Gymnázium Ladislava Novomeského,Gymnázium L.Novomeského,"Tomášikova 2, Bratislava-Ružinov",Bratislavský,"gym:8,gym:4",,,
100011811,000606740,Stredná zdravotnícka škola,Str. zdravotnícka škola,"Lipová 32, Humenné",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014982,000606758,Stredná zdravotnícka škola,Stredná zdravot.škola,"Kukučínova 40, Košice-Juh",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014703,000606766,Stredná zdravotnícka škola,Stredná zdravot. škola,"Moyzesova 17, Košice-Staré Mesto",Košický,"ss:9,ss:4",,,
100015545,000606782,Stredná zdravotnícka škola,Stredná zdravot.škola,"Masarykova 27, Michalovce",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100012442,000606791,Stredná zdravotnícka škola,Str. zdravotnícka škola,"Levočská 5, Poprad",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100012949,000606804,Stredná zdravotnícka škola,Str. zdravotnícka škola,"Sládkovičova 36, Prešov",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100015893,000606812,Stredná zdravotnícka škola - Egészségügyi Középiskola,Stredná zdravot.škola,"Námestie 1. mája č. 1, Rožňava",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100010905,000606995,Stredná zdravotnícka škola,Stred. zdravot. škola,"J. Kozáčeka 4, Zvolen",Banskobystrický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100003951,000607002,Stredná zdravotnícka škola,SZŠ,"Školská, Považská Bystrica",Trenčiansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100010078,000607029,Stredná zdravotnícka škola,Stred. zdravot. škola,"Lúčna 2, Lučenec",Banskobystrický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007806,000607037,Stredná zdravotnícka škola,Stredná zdrav. škola,"Vrbická, Liptovský Mikuláš",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007383,000607045,Stredná zdravotnícka škola,Stredná zdrav. škola,"M. Hattalu, Dolný Kubín",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100009346,000607053,Stredná zdravotnícka škola,Stred. zdravot. škola,"J.G.Tajovského 24, Banská Bystrica",Banskobystrický,"ss:9,ss:4",,,
100009126,000607061,Stredná zdravotnícka škola,Stredná zdrav. škola,"Hlboká cesta, Žilina",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000388,000607304,Stredná zdravotnícka škola,SZŠ,"Záhradnícka 44, Bratislava-Ružinov",Bratislavský,"ss:9,ss:4",,,
100001661,000607312,Stredná zdravotnícka škola - Egészségugyi Középiskola,Str. zdravot. škola,"Športová 34, Dunajská Streda",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005760,000607321,Stredná zdravotnícka škola,Stredná zdravot. škola,"Farská 23, Nitra",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005948,000607339,Stredná zdravotnícka škola - Egészségügyi Középiskola,Stredná zdravot. škola,"Pod kalváriou 1, Nové Zámky",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002728,000607347,Stredná zdravotnícka škola,Str. zdravot. škola,"Lichardova 1, Skalica",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100006252,000607355,Stredná zdravotnícka škola sv. Vincenta de Paul,Stredná zdravot. škola,"17. novembra 1056, Topoľčany",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100004616,000607363,Stredná zdravotnícka škola Celestíny Šimurkovej v Trenčíne,Stredná zdravot. škola C.Š. v TN,"Veľkomoravská 14, Trenčín",Trenčiansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002935,000607371,Stredná zdravotnícka škola,Str. zdravot. škola,"Daxnerova 6, Trnava",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100008590,000614394,Základná škola,Základná škola,"Zarevúca, Ružomberok",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100009031,000614505,Základná škola Žofie Bosniakovej,ZŠ Žofie Bosniakovej,"Školská, Teplička nad Váhom",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100008543,000614564,Základná škola sv. Vincenta,ZŠ sv. Vincenta,"Námestie A. Hlinku 22, Ružomberok",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100007107,000614866,Stredná odborná škola pedagogická sv. Márie Goretti,SOŠ pedag.sv. M. Goretti,"Horná, Čadca",Žilinský,"ss:9,ss:4",,,
100015897,000617652,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Rožňavská Baňa 211, Rožňava",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100011814,000617750,Stredná odborná škola obchodu a služieb,Stredná odborná škola obchodu a služieb,"Mierová 79, Humenné",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014702,000618233,Stredná zdravotnícka škola sv. Alžbety,SZŠ sv. Alžbety,"Mäsiarska 25, Košice-Staré Mesto",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100013803,000618462,Stredná zdravotnícka škola milosrdného Samaritána,SZŠ milosrd. Samaritána,"Sovietskych hrdinov 80, Svidník",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100010059,000620998,Odborné učilište internátne,Odborné učilište int.,"Haličská cesta 80, Lučenec",Banskobystrický,"ss:3,ss",,,
100011193,000622605,Základná škola s materskou školou Štefana Moysesa,Základná škola s MŠ,"A. Kmeťa 4, Žiar nad Hronom",Banskobystrický,"zs:10,ss:9,zs:9,ss:10",,,
100009180,000624128,Základná škola,Základná škola,"Martinská 20, Žilina",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100007976,000626261,Gymnázium Jozefa Lettricha,Gymnázium,"J. Lettricha, Martin",Žilinský,"gym:8,gym:4",,,
100009384,000626317,Gymnázium Mikuláša Kováča,Gymnázium M.K.,"Mládežnícka 51, Banská Bystrica",Banskobystrický,"gym:8,gym:5,gym:4",,,
100008821,000626848,Gymnázium,Gymnázium,"Školská, Tvrdošín",Žilinský,"gym:8,gym:4",,,
100008117,000627844,Bilingválne gymnázium Milana Hodžu,Bilingválne gymnázium,"Komenského, Sučany",Žilinský,gym:5,,,
100009222,000651117,Stredná odborná škola dopravná,SOŠ dopravná,"Rosinská 2, Žilina",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100009235,000652512,Stredná odborná škola sv. Jozefa Robotníka,SOŠ sv. J. Robotníka,"Saleziánska, Žilina",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100008044,000652687,Katolícka základná škola s materskou školou Antona Bernoláka,KZŠ s MŠ A. Bernoláka,"Ul. S. Tomášika, Martin",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100009401,000652709,Základná škola s materskou školou Štefana Moysesa,Základná škola s MŠ Š.M,"Nám.Štefana Moysesa 23, Banská Bystrica",Banskobystrický,"zs:10,ss:9,zs:9,ss:10",,,
100005923,000654230,Stredná odborná škola dopravy a služieb,SOŠ dopr. služ.,"Jesenského 1, Nové Zámky",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002392,000654302,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Mojmírova 28, Piešťany",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000235,000681881,Súkromná stredná odborná škola,Súkr. SOŠ,"Exnárova 20, Bratislava-Ružinov",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100001841,000686476,Súkromná stredná odborná škola SD Jednota,Súkr. SOŠ SD Jednota,"Vinohradská 48, Šamorín",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100002938,000686484,Súkromná stredná odborná škola Gos-Sk,Súkr. SOŠ Gos-Sk,"Ferka Urbánka 19, Trnava",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100013679,000686506,Súkromná stredná odborná škola,Súkromná SOŠ,"Dukelská 33, Giraltovce",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100012929,000686514,Súkromná stredná odborná škola hotelierstva a gastronómie Mladosť,Súkromná SOŠ hotelierstva a gastronómie,"Pod Kalváriou 36, Prešov",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100012483,000686964,Súkromná stredná odborná škola služieb,Súkromná SOŠ služieb,"Ulica SNP 1253, Poprad",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100011434,000686981,Súkromná stredná odborná škola služieb,Súkromná SOŠ služieb,"Hviezdoslavova 11, Bardejov",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007145,000695041,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Ul. 17. novembra 2579, Čadca",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100007785,000695092,Stredná odborná škola stavebná,SOŠ stavebná,"Školská, Liptovský Mikuláš",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100012842,000698288,Stredná zdravotnícka škola sv. Bazila Veľkého,Str. zdravotnícka škola,"Kmeťovo stromoradie 1, Prešov",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007127,000891452,Stredná odborná škola technická,SOŠ technická,"Okružná, Čadca",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100011076,000891461,Súkromná stredná odborná škola,Súkr. SOŠ,"Kopaničná 237, Hliník nad Hronom",Banskobystrický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007371,000891479,Stredná odborná škola polytechnická,SOŠ polytechnická,"Jelšavská, Dolný Kubín",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100012436,000891541,Stredná odborná škola technická,SOŠ technická,"Kukučínova 12, Poprad",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100006484,000891550,Stredná odborná škola technická,Stred. odbor. šk. techn,"Ul. 1. mája 500, Vráble",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002397,000891568,Stredná odborná škola technická,SOŠ technická,"Nová 9, Piešťany",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005340,000891592,Stredná odborná škola technická - Műszaki Szakközépiskola,Stredná odborná škola,"Bratislavská cesta 10, Komárno",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005956,000891606,Stredná odborná škola hotelových služieb a obchodu,SOŠ hotel.služ. a obch.,"Zdravotnícka 3, Nové Zámky",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100001627,000891649,Stredná odborná škola technická - Múszaki Szakközépiskola,SOŠ technická,"Kračanská cesta 36, Dunajská Streda",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000613,000891657,Súkromná SOŠ automobilová Duálna akadémia,Súkr. SOŠ Duálna akadémia,"Jána Jonáša 5, Bratislava-Devínska Nová Ves",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100011051,000891827,Stredná odborná škola,Stredná odborná škola,"Bystrická 4, Žarnovica",Banskobystrický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007193,000891835,Stredná odborná škola drevárska a stavebná,SOŠ drevárska,Krásno nad Kysucou,Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100006299,000891860,Stredná odborná škola drevárska,SOŠ drevárska,"Pílska 7, Topoľčany",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100008570,000891894,Stredná odborná škola polytechnická,SOŠ polytechnická,"Sládkovičova ulica, Ružomberok",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100006816,000891908,"Stredná odborná škola techniky, služieb a obchodu - Műszaki, Szolgáltatások és Kereskedelmi Szakközépiskola",SOŠ - techniky,"Svätého Štefana 81, Štúrovo",Nitriansky,"ss:1,ss:4,ss:3,ss:2",,,
100012488,000893102,Stredná odborná škola elektrotechnická,SOŠ elektrotechnická,"Hlavná 1, Poprad",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100003711,000893111,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Piešťanská 80, Nové Mesto nad Váhom",Trenčiansky,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100006559,000893129,Stredná odborná škola technická,SOŠ technická,"Ul. 1. mája 22, Zlaté Moravce",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002744,000893137,Stredná odborná škola strojnícka,SOŠ strojnícka,"Pplk. Pľjušťa 29, Skalica",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007675,000893170,Stredná odborná škola elektrotechnická,SOŠ elektrotechnická,"J. Kollára 1, Liptovský Hrádok",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100003752,000893188,Stredná priemyselná škola,Stredná priemyselná škola,"Športová 675, Stará Turá",Trenčiansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100009260,000893226,Stredná odborná škola stavebná,SOŠ stavebná,"Tulipánová 2, Žilina",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100013001,000893251,Stredná odborná škola technická,SOŠ technická,"Volgogradská 1, Prešov",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005803,000893293,Stredná odborná škola stavebná,SOŠ stavebná,"Nábrežie mládeže 1, Nitra",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100010044,000893307,Stredná odborná škola technická,SOŠ technická,"Dukelských hrdinov 2, Lučenec",Banskobystrický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005514,000893315,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,"Pod amfiteátrom 7, Levice",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014987,000893331,Stredná odborná škola informačných technológií,SOŠ informačných technológii,"Ostrovského 1, Košice-Juh",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100014979,000893340,Stredná odborná škola technická,SOŠ technická,"Kukučínova 23, Košice-Juh",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100011838,000893358,Stredná odborná škola polytechnická,SOŠ polytechnická,"Štefánikova 20, Humenné",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002987,000893412,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Lomonosovova 6, Trnava",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100005934,000893421,Stredná odborná škola stavebná - Építészeti Szakközépiskola,Stred. odb.šk. stavebná,"Nitrianska cesta 61, Nové Zámky",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000342,000893463,Stredná odborná škola obchodu a služieb Samuela Jurkoviča,SOŠ obch.a služieb,"Sklenárova 1, Bratislava-Ružinov",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100006303,000893480,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"T. Vansovej 2, Topoľčany",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100006557,000893498,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Slov.národ.povstania 5, Zlaté Moravce",Nitriansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100007726,000893528,Hotelová akadémia,Hotelová akadémia,"Čs. brigády, Liptovský Mikuláš",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100009238,000893544,Stredná odborná škola podnikania a služieb,SOŠ podnik. a sl.,"Hlavná, Žilina",Žilinský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100012583,000893552,Stredná odborná škola hotelová,Stredná odborná škola hotelová,"Horný Smokovec 17026, Vysoké Tatry",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100013759,000893692,Stredná odborná škola polytechnická a služieb arm. gen. L. Svobodu,Stredná odborná škola,"Bardejovská 18, Svidník",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100010354,000894818,Stredná odborná škola - Szakközépiskola,Stredná odborná škola,"Šafárikova 56, Tornaľa",Banskobystrický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000490,000894915,Stredná odborná škola polygrafická,SOŠ polygrafická,"Račianska 190, Bratislava-Rača",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100002051,011882115,"Súkromná stredná odborná škola obchodu a služieb, s vyučovacím jazykom maďarským - Magán Kereskedelmi és Szolgáltatóipari Szakközépiskola",Súkromná SOŠ,Mostová,Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100005767,017050073,Stredná priemyselná škola strojnícka a elektrotechnická,Stredná priem. škola SE,"Fraňa Kráľa 20, Nitra",Nitriansky,"ss:9,ss:4",,,
100001650,017050090,Gymnázium Ladislava Dúbravu,Gymnázium L.Dúbravu,"Smetanov háj 8, Dunajská Streda",Trnavský,"gym:8,gym:4",,,
100001827,017050103,Gymnázium Imre Madácha s vyučovacím jazykom maďarským - Madách Imre Magyar Tanítási Nyelvű Gimnázium,Gymnáz.I.Madácha s VJM,"Slnečná 2, Šamorín",Trnavský,"gym:8,gym:4",,,
100006714,017050111,Gymnázium Juraja Szondyho s vyučovacím jazykom maďarským - Szondy György Gimnázium,Gymnázium J. Szondyho s VJM - Szondy Gy. Gimnázium,"Mládežnícka 22, Šahy",Nitriansky,"gym:8,gym:4",,,
