eduid,id,name,short,address,years
100001877,000044351,Obchodná akadémia,Obchodná akadémia,"Bratislavská 38, Veľký Meder","ss:4,zs:9,ss:2"
100005181,000044717,Stredná priemyselná škola stavebná,SPŠ stavebná,"Konkolyho 8, Hurbanovo","ss:4,zs:9"
100006699,000047147,Gymnázium,Gymnázium,"Mládežnícka 22, Šahy","gym:5,gym:4,gym:8"
100014680,000133132,Škola umeleckého priemyslu,ŠUP,"Jakobyho 15, Košice-Staré Mesto",ss:4
100009457,000158496,Stredná odborná škola hotelových služieb a obchodu,SOŠ hotel.sl. a obchodu,"Školská 5, Banská Bystrica","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100007422,000158518,Stredná odborná škola obchodu a služieb,Stredná odborná škola,"Pelhřimovská 10, Dolný Kubín","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100008038,000158551,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Stavbárska, Martin","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100004424,000158569,Stredná odborná škola obchodu a služieb,SOŠ obchodu a sližieb,"Ul. 1. mája 1264, Púchov","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100004251,000158577,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Nábrežie J. Kalinčiaka 1, Prievidza","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100009130,000158623,Hotelová akadémia,Hotelová akadémia,"Hlinská 31, Žilina","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100001957,000158984,Stredná odborná škola technická,SOŠ technická,"Esterházyovcov 10, Galanta","ss:4,zs:9,ss:3,ss:1,ss:2"
100006782,000159000,Stredná odborná škola chovu koní a služieb,SOŠ chovu koní - Lótenyésztési Szakközép.,"Štúrova 74, Šaľa","ss:4,zs:9,ss:3,ss:1,ss:2"
100005174,000159026,Stredná odborná škola techniky a mechanizácie,SOŠ tech.- Szakközép,"1. mája 1, Hurbanovo","ss:4,zs:9,ss:3,ss:1,ss:2"
100005436,000159042,"Stredná odborná škola obchodu, služieb a rozvoja vidieka","SOŠ obch., služ. a rozv. - Keresk. Szolg. és Vidékf. Szakközép.","Dunajský rad 138, Kravany nad Dunajom","ss:4,zs:9,ss:3,ss:1,ss:2"
100006566,000159093,Stredná odborná škola polytechnická,Stredná odborná škola,"Ul. SNP 2, Zlaté Moravce","ss:4,zs:9,ss:3,ss:1,ss:2"
100003502,000159298,Stredná odborná škola,Stredná odborná škola,Pruské,"ss:4,zs:9,ss:3,ss:1,ss:2"
100009929,000159352,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"M. R. Štefánika 8, Krupina","ss:4,zs:9,ss:3,ss:1,ss:2"
100014978,000159433,Stredná odborná škola poľnohospodárstva a služieb na vidieku,SOŠ poľnoh. a SnV,"Kukučínova 23, Košice-Juh","ss:4,zs:9,ss:3,ss:1,ss:2"
100012027,000159468,Stredná odborná škola agropotravinárska a technická,Stredná odborná škola agropotr. a technická,"Kušnierska brána 2, Kežmarok","ss:4,zs:9,ss:3,ss:1,ss:2"
100013188,000159476,Stredná odborná škola podnikania a služieb,Stredná odborná škola podnikania a služieb,"Komenského 16, Lipany","ss:4,zs:9,ss:3,ss:1,ss:2"
100012241,000159514,Stredná odborná škola služieb Majstra Pavla,SOŠ služieb Majstra Pavla,"Kukučínova 9, Levoča","ss:4,zs:9,ss:3,ss:1,ss:2"
100016462,000159557,Stredná odborná škola agrotechnických a gastronomických služieb,SOŠ agrotech. a gastronom. služieb,"J. Majlátha 2, Pribeník","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100006267,000159841,Obchodná akadémia,Obchodná akadémia,"Inovecká 2041, Topoľčany","ss:4,zs:9"
100001630,000160130,Gymnázium Ármina Vámbéryho,Gymnázium Á. Vámberyho,"Nám. sv. Štefana 4, Dunajská Streda","gym:4,gym:8"
100001979,000160156,Gymnázium Zoltána Kodálya,Gym. Z.Kodálya s VJM,"Štvrť SNP 34, Galanta","gym:4,gym:8"
100002223,000160164,Gymnázium Ivana Kupca,Gymnázium Ivana Kupca,"Komenského 13, Hlohovec","gym:5,gym:4,gym:8"
100005397,000160199,Gymnázium Ľudovíta Jaroslava Šuleka,Gymnázium Ľ. J. Šuleka,"Pohraničná 10, Komárno","gym:4,gym:8"
100005503,000160211,Gymnázium Andreja Vrábla,Gymnázium A. Vrábla,"Mierová 5, Levice","gym:4,gym:8"
100001042,000160229,Gymnázium,Gymnázium,"1. mája 8, Malacky","gym:5,gym:4,gym:8"
100005825,000160253,Gymnázium,Gymnázium,"Párovská 1, Nitra","gym:5,gym:4,gym:8"
100005770,000160261,Gymnázium,Gymnázium,"Golianova 68, Nitra","gym:5,gym:4,gym:8"
100003716,000160270,Gymnázium M. R. Štefánika,Gymnázium M.R.Štefanika,"Športová 41, Nové Mesto nad Váhom","gym:5,gym:4,gym:8"
100005929,000160288,Gymnázium,Gymnázium,"M. R. Štefánika 16, Nové Zámky","gym:4,gym:8"
100003813,000160296,Gymnázium,Gymnázium,"Komenského 1074, Partizánske","gym:4,gym:8"
100002395,000160318,Gymnázium Pierra de Coubertina,Gymnázium P.Coubertina,"Nám. SNP 9, Piešťany","gym:5,gym:4,gym:8"
100001480,000160326,Gymnázium Antona Bernoláka,Gymnázium A. Bernoláka,"Lichnerova 69, Senec","gym:4,gym:8"
100002575,000160342,Gymnázium Ladislava Novomeského,Gymnázium L.Novomeského,"Dlhá 12, Senica","gym:4,gym:8"
100002074,000160351,Gymnázium Vojtecha Mihálika,Gymnázium V.Mihálika,"Kostolná 8, Sereď","gym:4,gym:8"
100002740,000160369,Gymnázium Františka Víťazoslava Sasinka,Gymnázium F.V.Sasinka,"Námestie slobody 3, Skalica","gym:4,gym:8"
100006794,000160423,Gymnázium,Gymnázium - Gimnázium,"Adyho 7, Štúrovo","gym:4,gym:8"
100006254,000160440,Gymnázium,Gymnázium,"17. novembra 16, Topoľčany","gym:4,gym:8"
100004596,000160458,Gymnázium Ľudovíta Štúra,Gymnázium ĽudovítaŠtúra,"1. mája 2, Trenčín","gym:5,gym:4,gym:8"
100003007,000160466,Gymnázium Jána Hollého,Gymnázium J.Hollého,"Na hlinách 30, Trnava","gym:5,gym:4,gym:8"
100006555,000160482,Gymnázium Janka Kráľa,Gymnázium J. Kráľa,"Slov.národ.povstania 3, Zlaté Moravce","gym:4,gym:8"
100006602,000160504,Gymnázium Jána Amosa Komenského,Gymn. J.A.Komenského - Comenius Gimn.,"Štúrova 16, Želiezovce","gym:4,gym:8"
100009344,000160521,Gymnázium Andreja Sládkoviča,Gymnázium A.S.,"J.A Komenského 18, Banská Bystrica","gym:4,gym:8"
100009598,000160539,Gymnázium Andreja Kmeťa,Gymnázium A.K.,"Kolpašská 9, Banská Štiavnica","gym:5,gym:4,gym:8"
100009701,000160547,Gymnázium Jána Chalupku,Gymnázium J.CH.,"Štúrova 13, Brezno","gym:4,gym:8"
100007023,000160555,Gymnázium,Gymnázium,"Štefánikova 4, Bytča","gym:4,gym:8"
100007094,000160563,Gymnázium Jozefa Miloslava Hurbana,Gymnázium J. M. Hurbana,"17. novembra 1296, Čadca","gym:5,gym:4,gym:8"
100007363,000160571,Gymnázium Pavla Országha Hviezdoslava,Gymnázium P.O.Hviezdos.,"Hviezdoslavovo nám., Dolný Kubín","gym:5,gym:4,gym:8"
100010008,000160580,Gymnázium,Gymnázium,"Nám. padlých hrdinov 2, Fiľakovo","gym:4,gym:8"
100003436,000160628,Gymnázium,Gymnázium,"Školská 2, Dubnica nad Váhom","gym:5,gym:4,gym:8"
100009934,000160644,Gymnázium Andreja Sládkoviča,Gymnázium A.S.,"M. R. Štefánika 8, Krupina","gym:4,gym:8"
100007532,000160652,Gymnázium,Gymnázium,"Jesenského, Kysucké Nové Mesto","gym:4,gym:8"
100007754,000160679,Gymnázium Michala Miloslava Hodžu,Gymnázium M. M. Hodžu,"M. M. Hodžu 9, Liptovský Mikuláš","gym:4,gym:8"
100010062,000160687,Gymnázium Boženy Slančíkovej Timravy,Gymnázium B.S.T.,"Haličská cesta 9, Lučenec","gym:4,gym:8"
100008013,000160695,Gymnázium Viliama Paulinyho Tótha,Gymnázium V.Paulinyho T,"Malá hora, Martin","gym:5,gym:4,gym:8"
100010774,000160709,Gymnázium  Augusta Horislava Škultétyho,Gymnázium A.H.Š.,"Školská 21, Veľký Krtíš","gym:4,gym:8"
100008264,000160717,Gymnázium Antona Bernoláka,Gymnázium A. Bernoláka,"Ul. Mieru 23, Námestovo","gym:5,gym:4,gym:8"
100011004,000160725,Gymnázium Františka Švantnera,Gymnázium F.Š.,"Bernolákova 9, Nová Baňa","gym:4,gym:8"
100003989,000160741,Gymnázium Dominika Tatarku,Gymnázium Dominika Tatarku,"Školská 8, Považská Bystrica","gym:5,gym:4,gym:8"
100004249,000160750,Gymnázium Vavrinca Benedikta Nedožerského,Gymnáz.V.B.Nedožerského,"Matice slovenskej 16, Prievidza","gym:5,gym:4,gym:8"
100004429,000160768,Gymnázium,Gymnázium,"Ul. 1. mája 905, Púchov","gym:4,gym:8"
100010566,000160784,Gymnázium Ivana Kraska,Gymnázium I.K.,"P. Hostinského 3, Rimavská Sobota","gym:4,gym:8"
100008573,000160792,Gymnázium,Gymnázium,"Š. Moyzesa, Ružomberok","gym:4,gym:8"
100008798,000160822,Gymnázium Martina Hattalu,Gymnázium Martina Hattalu,"Železničiarov, Trstená","gym:5,gym:4,gym:8"
100007327,000160849,Gymnázium,Gymnázium,"Ľ. Štúra, Turzovka","gym:4,gym:8"
100010896,000160865,Gymnázium Ľudovíta Štúra,Gymnázium Ľ.Š.,"Hronská 3, Zvolen","gym:4,gym:8"
100011224,000160881,Gymnázium Milana Rúfusa,Gymnázium M.R.,"Ul. J. Kollára 2, Žiar nad Hronom","gym:4,gym:8"
100009276,000160890,Gymnázium,Gymnázium,"Veľká okružná, Žilina","gym:4,gym:8"
100009129,000160903,Gymnázium,Gymnázium,"Hlinská 29, Žilina","gym:4,gym:8"
100011435,000160911,Gymnázium Leonarda Stöckela,Gymnázium,"Jiráskova 12, Bardejov","gym:5,gym:4,gym:8"
100014526,000160938,Gymnázium,Gymnázium,"SNP 1, Gelnica","gym:4,gym:8"
100011791,000160954,Gymnázium arm. gen. Ludvíka Svobodu,Gymnáz. gen. L. Svobodu,"Komenského 4, Humenné","gym:5,gym:4,gym:8"
100012018,000160962,Gymnázium Pavla Országha Hviezdoslava,Gymn. P. O.Hviezdoslava,"Hviezdoslavova 20, Kežmarok","gym:4,gym:8"
100014710,000160971,Gymnázium Milana Rastislava Štefánika,Gymnázium M.R.Štefánika,"Nám. L. Novomeského 4, Košice-Staré Mesto","gym:5,gym:4,gym:8"
100014731,000160989,Gymnázium,Gymnázium,"Šrobárova 1, Košice-Staré Mesto","gym:4,gym:8"
100014722,000160997,Gymnázium,Gymnázium,"Poštová 9, Košice-Staré Mesto","gym:4,gym:8"
100014689,000161004,Gymnázium a Základná škola,Gymnázium a ZŠ s VJM,"Kuzmányho 6, Košice-Staré Mesto","gym:4,gym:8"
100016393,000161012,Gymnázium,Gymnázium,"Horešská 18, Kráľovský Chlmec","gym:4,gym:8"
100016096,000161021,Gymnázium,Gymnázium,"Lorencova ulica 46, Krompachy","gym:4,gym:8"
100012238,000161039,Gymnázium Janka Francisciho - Rimavského,Gymn. J. F.- Rimavského,"Kláštorská 37, Levoča","gym:4,gym:8"
100013185,000161047,Gymnázium,Gymnázium,"Komenského 13, Lipany","gym:4,gym:8"
100015543,000161063,Gymnázium Pavla Horova,Gymnázium Pavla Horova,"Masarykova 1, Michalovce","gym:5,gym:4,gym:8"
100015268,000161071,Gymnázium Štefana Moysesa,Gymnázium Š. Moysesa,"Školská 13, Moldava nad Bodvou","gym:4,gym:8"
100012434,000161098,Gymnázium,Gymnázium,"Kukučínova 1, Poprad","gym:5,gym:4,gym:8"
100012905,000161101,Gymnázium Jána Adama Raymana,Gymnázium J. A. Raymana,"Mudroňova 20, Prešov","gym:4,gym:8"
100012852,000161110,Gymnázium,Gymnázium,"Konštantínova 2, Prešov","gym:5,gym:4,gym:8"
100010329,000161136,Gymnázium Martina Kukučína,Gymnázium M.K.,"Vl. Clementisa 21, Revúca","gym:4,gym:8"
100015903,000161144,Gymnázium Pavla Jozefa Šafárika,Gymnázium P. J.Šafárika,"Akademika Hronca 1, Rožňava","gym:5,gym:4,gym:8"
100013251,000161152,Súkromné Gymnázium DSA,Súkromné Gymnázium DSA,"Komenského 40, Sabinov","gym:4,gym:8"
100013374,000161179,Gymnázium,Gymnázium,"Študentská 4, Snina","gym:4,gym:8"
100016014,000161187,Gymnázium,Gymnázium,"Kpt. Nálepku 6, Sobrance","gym:4,gym:8"
100016264,000161195,Gymnázium,Gymnázium,"Školská 7, Spišská Nová Ves","gym:4,gym:8"
100013509,000161217,Gymnázium Terézie Vansovej,Gymnázium T. Vansovej,"17. novembra 6, Stará Ľubovňa","gym:4,gym:8"
100013644,000161225,Gymnázium,Gymnázium,"Konštantínova 64, Stropkov","gym:4,gym:8"
100013776,000161233,Gymnázium duklianskych hrdinov,Gymnázium dukl. hrdinov,"Komenského 16, Svidník","gym:4,gym:8"
100016548,000161241,Gymnázium,Gymnázium,"Komenského 32, Trebišov","gym:5,gym:4,gym:8"
100015690,000161250,Gymnázium,Gymnázium,"Zoltána Fábryho 1, Veľké Kapušany","gym:4,gym:8"
100014041,000161268,Gymnázium Cyrila Daxnera,Gymnázium Cyrila Daxnera,"Dr. C. Daxnera 3, Vranov nad Topľou","gym:4,gym:8"
100005393,000161357,Stredná priemyselná škola strojnícka a elektrotechnická,SPŠ strojnícka - Gép. Elektro. Szakközép.,"Petőfiho 2, Komárno",ss:4
100005737,000161373,Stredná priemyselná škola stavebná,SPŠ stavebná,"Cabajská 4, Nitra","ss:4,zs:9"
100003575,000161381,Stredná priemyselná škola,Stred.priemyselná škola,"SNP 8, Myjava","ss:4,zs:9,ss:3,ss:1,ss:2"
100003685,000161403,Stredná priemyselná škola,Stredná priemyselná ško,"Bzinská 11, Nové Mesto nad Váhom","ss:4,zs:9,ss:3,ss:1,ss:2"
100004685,000161438,Škola umeleckého priemyslu,Škola umeleckého priemyslu,"Staničná 8, Trenčín",ss:4
100002394,000161454,Stredná priemyselná škola elektrotechnická,SPŠ elektrotechnická,"Brezová, Piešťany","ss:4,zs:9"
100009338,000161471,Stredná priemyselná škola Jozefa Murgaša,SPŠ J .M.,"Hurbanova 6, Banská Bystrica","ss:4,zs:9"
100008561,000161551,Škola umeleckého priemyslu,Škola umeleckého priemyslu,"Scota Viatora, Ružomberok",ss:4
100010042,000161560,Stredná priemyselná škola stavebná Oskara Winklera,SPŠ stavebná O.W.,"B. Němcovej 1, Lučenec",ss:4
100008004,000161578,Stredná priemyselná škola technická,SPŠ technická,"L. Novomeského 24, Martin","ss:4,zs:9"
100003425,000161586,Stredná priemyselná škola,SPŠ Dubnica nad Váhom,"Obrancov mieru 1, Dubnica nad Váhom","ss:4,zs:9"
100003980,000161594,Stredná priemyselná škola,SPŠ,"slovenských partizánov 52, Považská Bystrica","ss:4,zs:9"
100010622,000161632,Stredná odborná škola,Stredná odborná škola,"Jesenského 903, Tisovec","ss:4,zs:9"
100009279,000161691,Stredná priemyselná škola stavebná,SPŠ stavebná,"Veľká okružná, Žilina","ss:4,zs:9"
100011452,000161705,Stredná priemyselná škola technická,Str. priemyselná škola technická,"Komenského 5, Bardejov","ss:4,zs:9"
100013363,000161721,Stredná priemyselná škola,Str. priemyselná škola,"Partizánska 1059, Snina","ss:4,zs:9"
100014673,000161730,Stredná priemyselná škola dopravná,SPŠ dopravná,"Hlavná 113, Košice-Staré Mesto","ss:4,zs:9,ss:3,ss:1,ss:2"
100014610,000161756,Stredná priemyselná škola elektrotechnická,SPŠ elektrotechnická,"Komenského 44, Košice-Sever","ss:4,zs:9"
100014692,000161764,Stredná priemyselná škola stavebná a geodetická,SPŠ stavebná a geodet.,"Lermontovova 1, Košice-Staré Mesto","ss:4,zs:9"
100014686,000161772,Stredná priemyselná škola strojnícka,SPŠ strojnícka,"Komenského 2, Košice-Staré Mesto","ss:4,zs:9"
100014672,000161781,Stredná odborná škola technická a ekonomická Jozefa Szakkayho,SOŠ technická a ekonomická,"Grešákova 1, Košice-Staré Mesto","ss:4,zs:9"
100012443,000161802,Stredná priemyselná škola techniky a dizajnu,Str. priemyselná škola,"Mnoheľova 828, Poprad","ss:4,zs:9"
100012925,000161829,Stredná priemyselná škola elektrotechnická,SPŠ elektrotechnická,"Plzenská 1, Prešov","ss:4,zs:9"
100012926,000161837,Stredná priemyselná škola stavebná,SPŠ stavebná,"Plzenská 10, Prešov","ss:4,zs:9"
100012813,000161845,Stredná priemyselná škola strojnícka,SPŠ strojnícka,"Duklianska 1, Prešov","ss:4,zs:9"
100005498,000161934,Obchodná akadémia,Obchodná akadémia,"Kálmána Kittenbergera 2, Levice","ss:4,zs:9"
100005731,000161942,Obchodná akadémia,Obchodná akadémia,"Bolečkova 2, Nitra","ss:4,zs:9"
100006837,000161951,Obchodná akadémia,Obchodná akadémia,"Nám. hrdinov 7, Šurany","ss:4,zs:9,ss:5"
100004641,000161993,Obchodná akadémia Milana Hodžu,OA Milana Hodžu,"M. Rázusa 1, Trenčín","ss:4,zs:9,ss:5"
100002977,000162001,Obchodná akadémia,Obchodná akadémia,"Kukučínova 2, Trnava","ss:4,zs:9,ss:5"
100002404,000162019,Hotelová akadémia Ľudovíta Wintera,Hotelová akadémia,"Stromová 34, Piešťany","zs:9,ss:3,ss:1,ss:2,ss:5"
100009348,000162027,Obchodná akadémia Mareka Frauwirtha,Obchodná akadémia M.F.,"Tajovského 25, Banská Bystrica","ss:4,zs:9"
100009684,000162035,Hotelová akadémia,Hotelová akadémia,"Malinovského 1, Brezno","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100007097,000162043,Obchodná akadémia Dušana Metoda Janotu,Obchodná akadémia,"17. novembra 2701, Čadca","ss:4,zs:9,ss:5"
100007425,000162051,Obchodná akadémia,Obchodná akadémia,"Radlinského 55, Dolný Kubín","ss:4,zs:9"
100010079,000162060,Obchodná akadémia,Obchodná akadémia,"Lúčna 4, Lučenec","ss:4,zs:9"
100007940,000162078,Obchodná akadémia,Obchodná akadémia,"Bernolákova, Martin","ss:4,zs:9,ss:5"
100003917,000162086,Obchodná akadémia,Obchodná akadémia,"Jesenského 6, Považská Bystrica","ss:4,zs:9"
100004222,000162094,Obchodná akadémia,Obchodná akadémia,"F. Madvu 2, Prievidza","ss:4,zs:9"
100010554,000162108,Obchodná akadémia,Obchodná akadémia,"K. Mikszátha 1, Rimavská Sobota","ss:4,zs:9"
100009280,000162124,Obchodná akadémia,Obchodná akadémia,"Veľká okružná 32, Žilina","ss:4,zs:9,ss:5"
100011781,000162132,Obchodná akadémia,Obchodná akadémia,"Komenského 1, Humenné","ss:4,zs:9,ss:5"
100014641,000162141,Obchodná akadémia,Obchodná akadémia,"Watsonova 61, Košice-Sever","ss:4,zs:9,ss:5"
100015071,000162159,Gymnázium,Gymnázium,"Opatovská cesta 7, Košice-Vyšné Opátske","gym:5,gym:4,gym:8"
100012445,000162167,Obchodná akadémia,Obchodná akadémia,"Murgašova 94, Poprad","ss:4,zs:9"
100012031,000162175,Hotelová akadémia Otta Brucknera,Hotelová akadémia,"Dr. Alexandra 29A, Kežmarok","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100012787,000162191,Hotelová akadémia,Hotelová akadémia,"Baštová 32, Prešov","zs:9,ss:3,ss:1,ss:2,ss:5"
100015871,000162205,Obchodná akadémia,Obchodná akadémia,"Akademika Hronca 8, Rožňava","ss:4,zs:9,ss:5"
100016552,000162213,Obchodná akadémia,Obchodná akadémia,"Komenského 18, Trebišov","ss:4,zs:9"
100014043,000162230,Obchodná akadémia,Obchodná akadémia,"Daxnerova 88, Vranov nad Topľou","ss:4,zs:9"
100001204,000162311,Stredná odborná škola vinársko - ovocinárska,SOŠ vinársko-ovocinár.,"Kostolná 3, Modra","ss:4,zs:9"
100005506,000162353,Stredná odborná škola poľnohospodárstva a služieb na vidieku,SOŠ poľn. a služ.,"Na lúkach 18, Levice","ss:4,zs:9,ss:3,ss:1,ss:2"
100005753,000162370,Stredná odborná škola veterinárna,SOŠ veterinárna,"Drážovská 14, Nitra","ss:4,zs:9"
100003067,000162451,Stredná odborná škola poľnohospodárstva a služieb na vidieku,SOŠ poľn. a služ. na v.,"Zavarská 9, Trnava","ss:4,zs:9"
100009214,000162558,Stredná odborná škola poľnohospodárstva a služieb na vidieku,SOŠ poľ. a sl. na vid.,"Predmestská 82, Žilina","ss:4,zs:9"
100014960,000162574,Stredná odborná škola veterinárna,SOŠ veterinárna,"Námestie mladých poľnohospodárov 2, Košice-Barca","ss:4,zs:9"
100016539,000162663,Súkromná stredná odborná škola DSA,Súkr. SOŠ DSA,"Komenského 12, Trebišov","ss:4,zs:9,ss:3,ss:1,ss:2"
100007698,000162701,Stredná odborná škola lesnícka a drevárska Jozefa Dekreta Matejovie,SOŠ les. a drev. J.D.M.,"Hradná, Liptovský Hrádok","ss:4,zs:9,ss:3,ss:1,ss:2"
100009601,000162710,Stredná odborná škola lesnícka,SOŠ lesnícka,"Akademická 16, Banská Štiavnica","ss:4,zs:9"
100001212,000162787,Stredná odborná škola pedagogická,SOŠ pedagogická,"Sokolská 6, Modra","ss:4,zs:9"
100005486,000162795,Stredná odborná škola pedagogická,SOŠ pedagogická,"Ul. F. Engelsa 3, Levice","ss:4,zs:9"
100010065,000162809,Stredná odborná škola pedagogická,SOŠ pedagogická,"Komenského 12, Lučenec","ss:4,zs:9"
100008690,000162817,Stredná odborná škola pedagogická,SOŠ pedagogická,"SNP 116, Turčianske Teplice","ss:4,zs:9"
100012846,000162825,Stredná odborná škola pedagogická,Stredná odborná škola pedagogická,"Kmeťovo stromoradie 5, Prešov","ss:4,zs:9"
100012208,000162833,Stredná odborná škola pedagogická,Stredná odborná škola pedagogická,"Bottova 15A, Levoča","ss:4,zs:9"
100003472,000162922,Odborné učilište internátne,OU internátne,"Hviezdoslavova 668, Ladce","ss:3,ss"
100012463,000162931,Odborné učilište internátne,Odborné učilište int.,"Šrobárova 20, Poprad","ss:3,zs,ss"
100007646,000163121,Základná škola internátna pre žiakov s narušenou komunikačnou schopnosťou,ZŠi pre žiakov s NKS,Jamník,"zs:9,zs:10"
100010965,000215589,Stredná priemyselná škola dopravná,SPŠ dopravná,"Sokolská 94, Zvolen","ss:4,zs:9"
100004621,000351806,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Jilemnického 24, Trenčín","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100001990,000351873,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Z. Kodálya 765, Galanta","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100006304,000351989,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,"Tovarnícka 1609, Topoľčany","ss:4,zs:9,ss:3,ss:1,ss:2"
100002595,000351997,Stredná odborná škola podnikania v remeslách a službách,SOŠ podnikania v remeslách a službách,"V. Paulínyho Tótha 5, Senica","ss:4,zs:9,ss:3,ss:1,ss:2"
100005534,000352098,Stredná odborná škola služieb,SOŠ služieb,"Sv. Michala 36, Levice","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100005343,000352233,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Budovateľská 32, Komárno","ss:4,zs:9,ss:3,ss:1,ss:2"
100009316,000354252,Špeciálna základná škola,Špec.základná škola,"Ďumbierska 15, Banská Bystrica","zs:9,zs:10"
100009347,000396869,Gymnázium Jozefa Gregora Tajovského,Gymnázium  J.G.T.,"J.G.Tajovského 25, Banská Bystrica","gym:5,gym:4,gym:8"
100006306,000398411,Stredná odborná škola agrotechnická,SOŠ agrotechnická,"Tovarnícka 1632, Topoľčany","ss:4,zs:9,ss:3,ss:1,ss:2"
100014886,000398900,Gymnázium,Gymnázium,"Trebišovská 12, Košice-Západ","gym:5,gym:4,gym:8"
100006709,000399388,Stredná odborná škola techniky a služieb,SOŠ techn. a služ. - Műszaki és Szolg. Szakközép.,"Ul. SNP 41, Šahy","ss:4,zs:9,ss:3,ss:1,ss:2"
100002989,000399817,Stredná priemyselná škola stavebná Dušana Samuela Jurkoviča,SPŠ stavebná,"Lomonosovova 7, Trnava","ss:4,zs:9"
100006780,000399850,Gymnázium Juraja Fándlyho,Gymnázium J. Fándlyho,"Školská 3, Šaľa","gym:5,gym:4,gym:8"
100005419,000399965,Gymnázium Hansa Selyeho,Gymnázium H.S. s VJM,"Biskupa Királya 5, Komárno","gym:4,gym:8"
100002577,000400220,Obchodná akadémia,Obchodná akadémia,"Dlhá 10, Senica","ss:4,zs:9,ss:5"
100002075,000400238,Obchodná akadémia,Obchodná akadémia,"Mládežnícka 5, Sereď","ss:4,zs:9"
100005489,000420191,Stredná priemyselná škola strojnícka a elektrotechnická,SPŠ strojnícka a elektrotechnická,"F. Hečku 25, Levice","ss:4,zs:9"
100003049,000491861,Stredná priemyselná škola dopravná,SPŠ dopravná,"Študentská 23, Trnava","ss:4,zs:9"
100007730,000491942,Stredná odborná škola polytechnická,SOŠ polytechnická,"Demänovská cesta, Liptovský Mikuláš","ss:4,zs:9,ss:3,ss:1,ss:2"
100009494,000493767,Odborné učilište internátne Viliama Gaňu,Odborné učilište int.,"Moskovská 17, Banská Bystrica","ss:3,ss"
100006486,000500780,Gymnázium,Gymnázium,"Školská 26, Vráble","gym:5,gym:4,gym:8"
100005972,000500801,Odborné učilište internátne,Odborné učilište int.,"Hviezdoslavova 68, Nová Ves nad Žitavou","ss:3,ss"
100004682,000515159,Stredná športová škola,Stredná športová škola,"Kožušnícka 2, Trenčín","gym:4,gym:8,ss:4"
100005650,000515485,Odborné učilište internátne,Odborné učilište int.,"Nám. sv.Ladislava 14, Mojmírovce","ss:3,ss"
100009475,000516554,Stredná športová škola,Stredná športová škola,"Trieda SNP 54, Banská Bystrica","gym:4,gym:8,ss:4"
100008802,000517801,Stredná odborná škola lesnícka,SOŠ lesnícka,"Medvedzie, Tvrdošín","ss:4,zs:9,ss:3,ss:1,ss:2"
100016200,000521663,Stredná priemyselná škola technická,SPŠ technická,"Hviezdoslavova 6, Spišská Nová Ves","ss:4,zs:9"
100014891,000521965,Stredná športová škola,Stred.šport.škola,"Trieda SNP 104, Košice-Západ","gym:4,gym:8,ss:4"
100012873,000523216,Odborné učilište internátne,Odborné učilište int.,"Masarykova 20D, Prešov","ss:3,ss"
100004664,000588024,Piaristické gymnázium Jozefa Braneckého,Piar.gymn. J.Braneckého,"Palackého 4, Trenčín","gym:4,gym:8"
100002947,000588032,Gymnázium Angely Merici,Gymnázium Angely Merici,"Hviezdoslavova 10, Trnava","gym:4,gym:8"
100005744,000588041,Základná škola s materskou školou svätého Gorazda,Základná škola s MŠ,"Dlhá 78, Nitra","zs:9,zs:10"
100003563,000596680,Gymnázium,Gymnázium,"Jablonská 5, Myjava","gym:5,gym:4,gym:8"
100005742,000596868,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,"Cintorínska 4, Nitra","ss:4,zs:9,ss:3,ss:1,ss:2"
100005781,000596876,Stredná odborná škola gastronómie a cestovného ruchu,SOŠ gastr. a cest. ruchu,"Levická 40, Nitra","ss:4,zs:9,ss:3,ss:1,ss:2"
100014964,000598071,Gymnázium,Gymnázium,"Alejová 1, Košice-Juh","gym:4,gym:8"
100000645,000605751,Gymnázium,Gymnázium,"Bilíkova 24, Bratislava-Dúbravka","gym:5,gym:4,gym:8"
