eduid,id,name,short,address,years
100016241,035546042,Základná škola,Základná škola,"Nad Medzou 1, Spišská Nová Ves","zs:9,zs:10"
100016226,035546051,Základná škola,Základná škola,"Levočská 11, Spišská Nová Ves","zs:9,zs:10"
100016268,035546069,Základná škola,Základná škola,"Z. Nejedlého 2, Spišská Nová Ves","zs:9,zs:10"
100016204,035546077,Základná škola,Základná škola,"Ing. O. Kožucha 11, Spišská Nová Ves","zs:9,zs:10"
100016220,035546085,Základná škola,Základná škola,"Komenského 2, Spišská Nová Ves","zs:9,zs:10"
100016301,035546093,Základná škola,Základná škola,Spišský Hrušov,"zs:9,zs:10"
100014881,035546123,Základná škola,Základná škola,"Trebišovská 10, Košice-Západ","zs:9,zs:10"
100014813,035546204,Základná škola,Základná škola,"Mládežnícka 3, Košice-Šaca","zs:9,zs:10"
100014547,035546328,Základná škola s materskou školou,Základná škola s MŠ,"Školská 20, Margecany","zs:9,zs:10"
100014566,035546425,Základná škola s materskou školou,Základná škola s MŠ,Prakovce,"zs:9,zs:10"
100014593,035546468,Základná škola s materskou školou,Základná škola s MŠ,Veľký Folkmar,"zs:9,zs:10"
100014535,035546476,Základná škola,Základná škola,"Školská 297, Jaklovce","zs:9,zs:10"
100014552,035546484,Základná škola,Základná škola,Mníšek nad Hnilcom,"zs:9,zs:10"
100014530,035546492,Základná škola s materskou školou,Základná škola s MŠ,Helcmanovce,"zs:9,zs:10"
100014540,035546573,Základná škola,Základná škola,Kluknava,"zs:9,zs:10"
100014587,035546638,Základná škola,Základná škola,"Školská 122, Švedlár","zs:9,zs:10"
100015951,035546727,Základná škola s materskou školou,Základná škola s MŠ,"SNP 15, Vlachovo","zs:9,zs:10"
100014557,035546751,Základná škola s materskou školou,Základná škola s MŠ,"Školská 684, Nálepkovo","zs:9,zs:10"
100014938,035546832,Základná škola,Základná škola,"Postupimská 37, Košice-Dargovských hrdinov","zs:9,zs:10"
100014932,035546841,Základná škola Ľudovíta Fullu,Základná škola,"Maurerova 21, Košice-Dargovských hrdinov","zs:9,zs:10"
100014909,035546859,Základná škola,Základná škola,"Fábryho 44, Košice-Dargovských hrdinov","zs:9,zs:10"
100014920,035546867,Základná škola,Základná škola,"Krosnianska 2, Košice-Dargovských hrdinov","zs:9,zs:10"
100014923,035546875,Základná škola,Základná škola,"Krosnianska 4, Košice-Dargovských hrdinov","zs:9,zs:10"
100014693,035547031,Súkromná stredná odborná škola ekonomická KOŠICKÁ AKADÉMIA,Súkr. SOŠ ekonomická KA,"Tajovského 15, Košice-Staré Mesto","ss:4,zs:9"
100014977,035547260,Súkromná stredná odborná škola PAMIKO,Súkromná SOŠ PAMIKO,"Kukučínova 23, Košice-Juh","ss:3,ss:1,zs:9,ss:2"
100015635,035553863,Základná škola s materskou školou,Základná škola s MŠ,Rakovec nad Ondavou,"zs:9,zs:10"
100016151,035553979,Základná škola s materskou školou,Základná škola s MŠ,Poráč,"zs:9,zs:10"
100014896,035554304,Súkromná základná škola,Súkromná základná škola,"Slobody 1, Košice-Západ","zs:9,zs:10"
100016545,035555912,Stredná odborná škola služieb a priemyslu sv. Jozafáta,SOŠ služieb a priemyslu sv.Jozafáta,"Komenského 10, Trebišov","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100015738,035556684,Základná škola s materskou školou,Základná škola s MŠ,"Berzehorská 154, Brzotín","zs:9,zs:10"
100014889,035557389,Základná škola s materskou školou pri zdravotníckom zariadení,ZŠ s MŠ pri zdrav.zar.,"Trieda SNP 1, Košice-Západ","zs:9,zs:10"
100014863,035558555,Súkromná škola umeleckého priemyslu filmová,Súkr.ŠUP filmová,"Petzvalova 2, Košice-Západ",ss:4
100014912,035560321,Gymnázium sv. Edity Steinovej,Gymn. sv. E. Steinovej,"Charkovská 1, Košice-Dargovských hrdinov","gym:5,gym:4,gym:8"
100015038,035560347,Súkromná základná škola,Súkromná základná škola,"Dneperská 1, Košice-Nad jazerom","zs:9,zs:10"
100015096,035561301,Základná škola s materskou školou,Základná škola s MŠ,Bohdanovce,"zs:9,zs:10"
100015821,035562447,Základná škola s materskou školou - Alapiskola és Óvoda,Základná škola s MŠ,"Lipová 115, Krásnohorské Podhradie","zs:9,zs:10"
100014838,035562986,Súkromné gymnázium,Súkromné gymnázium,"Katkin park 2, Košice-Západ","gym:5,gym:4,gym:8"
100014976,035564024,Stredná odborná škola pedagogická sv. Cyrila a Metoda,SOŠ pedagogická sv.CaM,"Južná trieda 48, Košice-Juh","ss:4,zs:9"
100016298,035564113,Základná škola,Základná škola,"SNP 13, Spišské Vlachy","zs:9,zs:10"
100015184,035564296,Základná škola s materskou školou,Základná škola s MŠ,Kalša,"zs:9,zs:10"
100016250,035565136,Cirkevné gymnázium Štefana Mišíka,Cirkevne gymnázium,"Radničné námestie 8, Spišská Nová Ves","gym:4,gym:8"
100014917,035565233,Súkromná stredná odborná škola pedagogická a sociálna,Súkr.SOŠ pedagogická a sociálna,"Požiarnická 1, Košice-Juh","ss:4,zs:9"
100014697,035568003,Súkromná základná škola,Súkromná základná škola,"Lermontovova 1, Košice-Staré Mesto","zs:9,zs:10"
100016387,035568241,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 75, Hrčeľ","zs:9,zs:10"
100016409,035568330,Stredná odborná škola techniky a remesiel,SOŠ techniky a remesiel,"Rákocziho 23, Kráľovský Chlmec","ss:4,zs:9,ss:3,ss:1,ss:2"
100014565,035568348,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,Prakovce,"ss:4,zs:9,ss:3,ss:1,ss:2"
100016017,035568364,Stredná odborná škola obchodu a služieb,SOŠ obchodu a služieb,"Námestie slobody 12, Sobrance","ss:4,zs:9,ss:3,ss:1,ss:2"
100016258,035568381,Stredná odborná škola ekonomická,SOŠ ekonomická,"Stojan 1, Spišská Nová Ves","ss:4,zs:9"
100016383,035569417,Základná škola s materskou školou,Základná škola s MŠ,"SNP 178, Hraň","zs:9,zs:10"
100014668,035570172,Stredná odborná škola obchodu a služieb Jána Bocatia,SOŠ obchodu a služieb,"Bocatiova 1, Košice-Staré Mesto","ss:4,zs:9,ss:3,ss:1,ss:2,ss:5"
100014714,035570563,Stredná odborná škola železničná,SOŠ železničná,"Palackého 14, Košice-Staré Mesto","ss:4,zs:9,ss:3,ss:1,ss:2"
100016607,035571829,Základná škola s materskou školou,Základná škola s MŠ s VJM,"Hlavná 60, Zatín","zs:9,zs:10"
100015052,035573597,Súkromná základná škola,Súkr.základná škola,"Galaktická 9, Košice-Nad jazerom","zs:9,zs:10"
100015015,035575182,Súkromná stredná športová škola,Súkr. stredná šport. škola,"Užhorodská 39, Košice-Juh","gym:4,gym:8,ss:4"
100001286,035602244,Základná škola,Základná škola,"Kollárova 2, Svätý Jur","zs:9,zs:10"
100002285,035602643,Základná škola,Základná škola,"Nám. sv. Ignáca 31, Leopoldov","zs:9,zs:10"
100002381,035602651,Základná škola F.E.Scherera,Základná škola,"E. F. Scherrera 40, Piešťany","zs:9,zs:10"
100006093,035611201,Základná škola s materskou školou,Základná škola s MŠ,"Kpt. Nálepku 13, Radošina","zs:9,zs:10"
100002664,035629967,Špeciálna základná škola,Špec. základná škola,"Kollárova 21, Holíč","zs:9,zs:10"
100001971,035629983,Špeciálna základná škola,Špec. základná škola,"Šafárikova 38, Galanta","zs:9,zs:10"
100001906,035630035,Špeciálna základná škola,Špec. základná škola,"Čakanská cesta 1, Zlaté Klasy","zs:9,zs:10"
100002070,035630078,Špeciálna základná škola,Špec. základná škola,"Juraja Fándlyho 751, Sereď","zs:9,zs:10"
100002634,035630108,Špeciálna základná škola,Špec. základná škola,"Štúrova 573, Šaštín-Stráže","zs:9,zs:10"
100001623,035630124,Špeciálna základná škola,Špeciálna ZŠ s VJM,"Ádorská ulica 5400, Dunajská Streda","zs:9,zs:10"
100010995,035650729,Základná škola s materskou školou,Základná škola s MŠ,"Pod Kláštorom 158, Hronský Beňadik","zs:9,zs:10"
100009683,035652454,Obchodná akadémia,Obchodná akadémia,"Malinovského 1, Brezno","ss:4,zs:9"
100009795,035673109,Odborné učilište internátne,Odborné učilište int.,"Švermova 1, Valaská","ss:3,ss"
100009320,035677686,Základná škola,Základná škola,"Ďumbierska 17, Banská Bystrica","zs:9,zs:10"
100009388,035677708,Základná škola,Základná škola,"Moskovská 2, Banská Bystrica","zs:9,zs:10"
100009443,035677716,Základná škola Slobodného slovenského vysielača,Základná škola SSV,"Skuteckého 8, Banská Bystrica","zs:9,zs:10"
100009416,035677732,Základná škola,Základná škola,"Pieninská 27, Banská Bystrica","zs:9,zs:10"
100009323,035677741,Základná škola Jozefa Gregora Tajovského,Základná škola J.G.T.,"Gaštanová 12, Banská Bystrica","zs:9,zs:10"
100009471,035677767,Základná škola Slovenského národného povstania,Základná škola SNP,"Trieda SNP 20, Banská Bystrica","zs:9,zs:10"
100009436,035677775,Základná škola,Základná škola,"Sitnianska 32, Banská Bystrica","zs:9,zs:10"
100009450,035677783,Základná škola,Základná škola,"Spojová 14, Banská Bystrica","zs:9,zs:10"
100009501,035677805,Základná škola s materskou školou,Základná škola s MŠ,Brusno,"zs:9,zs:10"
100009300,035677813,Základná škola s materskou školou,Základná škola s MŠ,"Tajovského 2, Badín","zs:9,zs:10"
100009517,035677821,Základná škola s materskou školou Andreja Sládkoviča,Základná škola s MŠ A.S,"Pod kostolom 25, Hrochoť","zs:9,zs:10"
100009526,035677830,Základná škola s materskou školou T.G.Masaryka,Základná škola s MŠ,"Nám. V. Dunajského 14, Ľubietová","zs:9,zs:10"
100009547,035677848,Základná škola s materskou školou Štefana Žáryho,Základná škola s MŠ,"Družstevná 201, Poniky","zs:9,zs:10"
100009570,035677856,Základná škola Sama Cambela,Základná škola,"Školská 14, Slovenská Ľupča","zs:9,zs:10"
100003432,035678119,Základná škola s materskou školou,Základná škola s MŠ,"Pod hájom 967, Dubnica nad Váhom","zs:9,zs:10"
100003415,035678127,Základná škola s materskou školou,Základná škola s MŠ,"Centrum I 32, Dubnica nad Váhom","zs:9,zs:10"
100009400,035984414,Základná škola pri zdravotníckom zariadení,ZŠ pri zdrav. zar.,"Námestie L.Svobodu 4, Banská Bystrica","zs:9,zs:10"
100010118,035984422,Špeciálna základná škola,Špec.základná škola,"Zvolenská cesta 39, Lučenec","zs:9,zs:10"
100010781,035984457,Špeciálna základná škola,Špec.základná škola,"Za parkom 966, Veľký Krtíš","zs:9,zs:10"
100009939,035984473,Špeciálna základná škola,Špec.základná škola,"Partizánska 26, Krupina","zs:9,zs:10"
100009687,035984627,Špeciálna základná škola,Špec.základná škola,"Mládežnícka 3, Brezno","zs:9,zs:10"
100009702,035984635,Špeciálna základná škola,Špec.základná škola,"Hlavná 67, Čierny Balog","zs:9,zs:10"
100009629,035984643,Špeciálna základná škola,Špec.základná škola,"Novozámocká 11, Banská Štiavnica","zs:9,zs:10"
100010964,035984651,Špeciálna základná škola,Špec.základná škola,"Sokolská 111, Zvolen","zs:9,zs:10"
100009773,035984694,Špeciálna základná škola,Špec.základná škola,"Štúrova 60, Polomka","zs:9,zs:10"
100010826,035984767,Základná škola pri zdravotníckom zariadení,ZŠ pri zdrav. zar.,"Sládkovičova 311, Kováčová","zs:9,zs:10"
100011205,035984813,Špeciálna základná škola,Špec.základná škola,"Hutníkov 302, Žiar nad Hronom","zs:9,zs:10"
100009827,035984830,Špeciálna základná škola pre žiakov s telesným postihnutím,ŠZŠ pre telesne postih.,"Pionierska 13, Detva","zs:9,zs:10"
100009823,035984848,Špeciálna základná škola,Špec.základná škola,"Obrancov mieru 9, Detva","zs:9,zs:10"
100010475,035984899,Špeciálna základná škola,Špec.základná škola,"Partizánska 909, Klenovec","zs:9,zs:10"
100010525,035985003,Špeciálna základná škola,Špec.základná škola,"Bottova 13, Rimavská Sobota","zs:9,zs:10"
100010548,035985011,Špeciálna základná škola,Špec.zákl.škola s VJM,"Hviezdoslavova 24, Rimavská Sobota","zs:9,zs:10"
100010922,035985143,Základná škola pri zdravotníckom zariadení,ZŠ pri zdrav. zar.,"Kuzmányho nábrežie 28, Zvolen","zs:9,zs:10"
100010518,035985216,Špeciálna základná škola,Špec.zákl.škola s VJM,"Daxnerova 265, Rimavská Seč","zs:9,zs:10"
100010263,035985241,Špeciálna základná škola,Špec.základná škola,"Nám.Republiky 62, Jelšava","zs:9,zs:10"
100010305,035985259,Špeciálna základná škola,Špec.základná škola,"Jilemnického 3, Revúca","zs:9,zs:10"
100011062,035985267,Špeciálna základná škola,Špec.základná škola,"Sládkovičova 24, Žarnovica","zs:9,zs:10"
100010431,035985275,Špeciálna základná škola,Špec.základná škola,"Zápotockého 127, Hnúšťa","zs:9,zs:10"
100010215,035991364,Základná škola,Základná škola,"Hlavná ulica 29, Málinec","zs:9,zs:10"
100010204,035991372,Základná škola s materskou školou,Základná škola s MŠ,"SNP 20, Kalinovo","zs:9,zs:10"
100009620,035991488,Základná škola Jozefa Kollára,Základná škola,"Ludvíka Svobodu 40, Banská Štiavnica","zs:9,zs:10"
100009631,035991496,Základná škola Jozefa Horáka,Základná škola,"P. Dobšinského 17, Banská Štiavnica","zs:9,zs:10"
100010052,035991593,Základná škola M. R. Štefánika,Základná škola M.R.Š.,"Haličská cesta 8, Lučenec","zs:9,zs:10"
100010083,035991607,Súkromná základná škola s materskou školou DSA,Súkr. ZŠ s MŠ DSA,"Námestie Kubínyiho 6, Lučenec","zs:9,zs:10"
100010426,035991755,Základná škola Janka Francisciho Rimavského,Základná škola J.F.R.,"Nábrežie Rimavy 19, Hnúšťa","zs:9,zs:10"
100010577,035991852,Špeciálna základná škola,Základná škola M.T.,"Šrobárova 12, Rimavská Sobota","zs:9,zs:10"
100010521,035991861,Základná škola,Základná škola,"Záhradná 31, Rimavská Seč","zs:9,zs:10"
100004392,035995904,Základná škola Jana Amosa Komenského,ZŠ J.A.Komenského,"Komenského 50, Púchov","zs:9,zs:10"
100004386,035995912,Základná škola,Základná škola,"Gorazdova 2, Púchov","zs:9,zs:10"
100003974,035995947,Základná škola,Základná škola,"Sídl. Stred 1, Považská Bystrica","zs:9,zs:10"
100003984,035995955,Základná škola,Základná škola,"Slovanská 7, Považská Bystrica","zs:9,zs:10"
100003964,035995963,Základná škola,Základná škola,"Sídl. SNP 1484, Považská Bystrica","zs:9,zs:10"
100003948,035995998,Základná škola,Základná škola,"Nemocničná 2, Považská Bystrica","zs:9,zs:10"
100009841,035997621,Základná škola,Základná škola,"Ul. Obrancov mieru 884, Detva","zs:9,zs:10"
100000171,036060674,Súkromná stredná odborná škola pedagogická,Súkr. SOŠ pedagogická,"Bieloruská 1, Bratislava-Podunajské Biskupice",zs:9
100000684,036060917,Základná škola,Základná škola,"Pri kríži 11, Bratislava-Dúbravka","zs:9,zs:10"
100000720,036060968,Základná škola,Základná škola,"Karloveská 61, Bratislava-Karlova Ves","zs:9,zs:10"
100000671,036060976,Základná škola,Základná škola,"Nejedlého 8, Bratislava-Dúbravka","zs:9,zs:10"
100001253,036062162,Základná škola,Základná škola,"Na bielenisku 2, Pezinok","zs:9,zs:10"
100001247,036062171,Základná škola Jána Kupeckého,ZŠ J. Kupeckého,"Kupeckého 74, Pezinok","zs:9,zs:10"
100001177,036062197,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 293, Častá","zs:9,zs:10"
100001225,036062201,Základná škola,Základná škola,"Fándlyho 11, Pezinok","zs:9,zs:10"
100001217,036062219,Základná škola,Základná škola,"Vajanského 93, Modra","zs:9,zs:10"
100001510,036062227,Základná škola,Základná škola,"Školská 7, Tomášov","zs:9,zs:10"
100001420,036062243,Základná škola,Základná škola,"Školská 190, Kráľová pri Senci","zs:9,zs:10"
100001351,036062260,Základná škola,Základná škola,"Školská 257, Dunajská Lužná","zs:9,zs:10"
100001259,036063924,Základná škola s materskou školou,Základná škola s MŠ,"Orešie 3, Pezinok","zs:9,zs:10"
100001138,036063932,Základná škola s materskou školou,Základná škola s MŠ,"Melíškova 650, Veľké Leváre","zs:9,zs:10"
100001159,036063959,Základná škola Albína Brunovského,Základná škola,"Obchodná ulica 7, Zohor","zs:9,zs:10"
100000083,036064092,Základná škola,Základná škola,"Mudroňova 83, Bratislava-Staré Mesto","zs:9,zs:10"
100001067,036064181,Základná škola,Základná škola,"Štúrova A, Malacky","zs:9,zs:10"
100001473,036064386,Stredná odborná škola automobilová a podnikania,SOŠ automobilová a podnikania,"Kysucká 14, Senec","ss:4,zs:9,ss:3,ss:1,ss:2"
100000621,036067334,Základná škola,Základná škola,"Pavla Horova 16, Bratislava-Devínska Nová Ves","zs:9,zs:10"
100000967,036068284,Súkromná škola umeleckého priemyslu animovanej tvorby,Súkr. ŠUP,"Vlastenecké námestie 1, Bratislava-Petržalka",ss:4
100000521,036069833,Súkromná základná škola waldorfská,Súkromná základná škola,"Vihorlatská 10, Bratislava-Nové Mesto","zs:9,zs:10"
100000891,036070793,Súkromná obchodná akadémia,Súkr. obchodná akadémia,"Kremnická 26, Bratislava-Petržalka","ss:4,zs:9"
100000798,036070998,Základná škola s materskou školou,Základná škola s MŠ,"Hargašova 5, Bratislava-Záhorská Bystrica","zs:9,zs:10"
100000691,036071021,Základná škola,Základná škola,"Sokolíkova 2, Bratislava-Dúbravka","zs:9,zs:10"
100000640,036071048,Základná škola,Základná škola,"Beňovského 1, Bratislava-Dúbravka","zs:9,zs:10"
100001318,036071099,Základná škola,Základná škola,"Komenského 3, Bernolákovo","zs:9,zs:10"
100001520,036071102,Základná škola,Základná škola,"Školská 4, Veľký Biel","zs:9,zs:10"
100001403,036071145,Základná škola Milana Rastislava Štefánika,Základná škola,"Ul. SNP 3, Ivanka pri Dunaji","zs:9,zs:10"
100001484,036071161,Základná škola,Základná škola,"Mlynská 50, Senec","zs:9,zs:10"
100001490,036071170,Základná škola A. Molnára Szencziho,Základná škola s VJM,"Nám. A. Molnára 2, Senec","zs:9,zs:10"
100001443,036071196,Základná škola,Základná škola,"Hlavná 45, Nová Dedinka","zs:9,zs:10"
100001499,036071200,Základná škola J. G. Tajovského,Základná škola,"Tajovského 1, Senec","zs:9,zs:10"
100001512,036071226,Základná škola,Základná škola s VJM,"Školská 7, Tomášov","zs:9,zs:10"
100000155,036071277,Základná škola,Základná škola,"Vazovova 4, Bratislava-Staré Mesto","zs:9,zs:10"
100001145,036071293,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 37, Vysoká pri Morave","zs:9,zs:10"
100002247,036078514,Základná škola,Základná škola,"Podzámska 35, Hlohovec","zs:9,zs:10"
100002456,036080322,Základná škola,Základná škola,"Školská 5, Veľké Kostoľany","zs:9,zs:10"
100002373,036080331,Základná škola,Základná škola,"Brezová 19, Piešťany","zs:9,zs:10"
100002386,036080349,Základná škola,Základná škola,"Holubyho 15, Piešťany","zs:9,zs:10"
100002229,036080403,Základná škola,Základná škola,"M. R. Štefánika 30, Hlohovec","zs:9,zs:10"
100002266,036080420,Základná škola Vilka Šuleka,Základná škola,"Školská 165, Hlohovec","zs:9,zs:10"
100002292,036080438,Základná škola Jána Hollého s materskou školou,Základná škola s MŠ,"Železničná 102, Madunice","zs:9,zs:10"
100002305,036080446,Základná škola s materskou školou,Základná škola s MŠ,Trakovice,"zs:9,zs:10"
100002204,036080454,Základná škola s materskou školou,Základná škola s MŠ,Dvorníky,"zs:9,zs:10"
100002183,036080462,Základná škola s materskou školou,Základná škola s MŠ,Bojničky,"zs:9,zs:10"
100002280,036080471,Základná škola s materskou školou,Základná škola s MŠ,Kľačany,"zs:9,zs:10"
100002296,036080489,Základná škola s materskou školou,Základná škola s MŠ,Pastuchov,"zs:9,zs:10"
100002151,036080501,Základná škola s materskou školou Dávida Mészárosa,ZŠ s MŠ s VJM,"Školský objekt č.888, Veľká Mača","zs:9,zs:10"
100002117,036080519,Základná škola s materskou školou,Základná škola s MŠ,"Komenského 133, Šoporňa","zs:9,zs:10"
100001986,036080527,Základná škola Zoltána Kodálya,Základná škola s VJM,"Švermova 8, Galanta","zs:9,zs:10"
100002904,036080543,Základná škola s materskou školou,Základná škola s MŠ,"Andreja Kubinu 34, Trnava","zs:9,zs:10"
100002811,036080586,Základná škola s materskou školou,Základná škola s MŠ,"Školská 12, Dolná Krupá","zs:9,zs:10"
100018276,036080594,Základná škola s materskou školou,ZŠ s MŠ,"Ulica Jána Bottu, Trnava","zs:9,zs:10"
100002897,036080608,Základná škola s materskou školou,Základná škola s MŠ,"Školská 3, Šúrovce","zs:9,zs:10"
100003080,036080683,Základná škola s materskou školou,Základná škola s MŠ,Trstín,"zs:9,zs:10"
100002846,036080691,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná ulica 44, Križovany nad Dudváhom","zs:9,zs:10"
100002912,036080756,Základná škola s materskou školou,Základná škola s MŠ,"Atómová 1, Trnava","zs:9,zs:10"
100003017,036080772,Základná škola s materskou školou,Základná škola s MŠ,"Nám.Slov.uč.tovarišstva 15, Trnava","zs:9,zs:10"
100002652,036080799,Základná škola s materskou školou,Základná škola s MŠ,"Pionierska 697, Gbely","zs:9,zs:10"
100003071,036080829,Základná škola s materskou školou,Základná škola s MŠ,"Ulica Ivana Krasku 29, Trnava","zs:9,zs:10"
100002270,036080861,Základná škola s materskou školou,Základná škola s MŠ,Horné Otrokovce,"zs:9,zs:10"
100002783,036080870,Základná škola s materskou školou,Základná škola s MŠ,"J. Nižnanského 1, Brestovany","zs:9,zs:10"
100001824,036081001,Základná škola Mátyása Korvína,Základná škola s VJM,"Rybárska 2, Šamorín","zs:9,zs:10"
100001659,036081019,Základná škola Gyulu Szabóa,Základná škola s VJM,"Školská ulica 1, Dunajská Streda","zs:9,zs:10"
100001912,036081027,Základná škola,Základná škola s VJM,"Školská 8, Zlaté Klasy","zs:9,zs:10"
100001880,036081035,Základná škola Bélu Bartóka,Základná škola s VJM,"Bratislavská 38, Veľký Meder","zs:9,zs:10"
100001859,036081043,Základná škola s materskou školou Attilu Józsefa,Zákl.škola s MŠ s VJM,"Školská 5, Trhová Hradská","zs:9,zs:10"
100001852,036081051,Základná škola,Základná škola s VJM,"Hlavná 115, Topoľníky","zs:9,zs:10"
100001885,036081060,Základná škola Jána Amosa Komenského,Základná škola,"Nám. Bélu Bartóka 20, Veľký Meder","zs:9,zs:10"
100001619,036081078,Základná škola,Základná škola,"Jilemnického ulica 11, Dunajská Streda","zs:9,zs:10"
100001651,036081086,Základná škola,Základná škola,"Smetanov háj 9, Dunajská Streda","zs:9,zs:10"
100001689,036081094,Základná škola,Základná škola s VJM,"Hlavná 120, Horná Potôň","zs:9,zs:10"
100001842,036082040,Súkromná hotelová akadémia SD Jednota,Súkr. HA SD Jednota,"Vinohradská 48, Šamorín","ss:3,ss:5,zs:9,ss:4"
100002964,036082058,Stredná priemyselná škola technická,SPŠ technická,"Komenského 1, Trnava","ss:4,zs:9"
100001812,036086568,Základná škola Mateja Bela,Základná škola M.Bela,"Kláštorná 4, Šamorín","zs:9,zs:10"
100001614,036086576,Základná škola Ármina Vámbéryho,Základná škola s VJM,"Hviezdoslavova ul. 2, Dunajská Streda","zs:9,zs:10"
100001674,036086584,Základná škola Lászlóa Amadea,Základná škola s VJM,"Komenského 1, Gabčíkovo","zs:9,zs:10"
100001676,036086592,Základná škola,Základná škola,"Komenského 3, Gabčíkovo","zs:9,zs:10"
100001789,036086606,Základná škola s materskou školou Zsigmonda Móricza,Základná škola s MŠ VJM,"Hlavná 193, Orechová Potôň","zs:9,zs:10"
100002066,036086681,Základná škola,Základná škola,"Hlavná 86, Pusté Úľany","zs:9,zs:10"
100001622,036086789,Základná škola Zoltána Kodálya,Základná škola s VJM,"Komenského ulica 1, Dunajská Streda","zs:9,zs:10"
100002578,036087947,Súkromná stredná odborná škola podnikania,Súkr. SOŠ podnikania,"Hollého 1380, Senica","ss:4,zs:9,ss:2"
100002732,036088978,Súkromná stredná odborná škola VIA HUMANA,Súkr. SOŠ VIA HUMANA,"Kráľovská 11, Skalica","ss:4,zs:9,ss:2"
100002188,036090212,Základná škola s materskou školou,Základná škola s MŠ,"Osloboditeľov 9, Červeník","zs:9,zs:10"
100002200,036090239,Základná škola s materskou školou,ZŠ s MŠ,"Dolné Zelenice, Dolné Zelenice","zs:9,zs:10"
100002875,036090344,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 16, Ružindol","zs:9,zs:10"
100002122,036090361,Základná škola s materskou školou,Základná škola s MŠ VJM,"4, Tomášikovo","zs:9,zs:10"
100002160,036090379,Základná škola Mihálya Borsosa,Základ.škola s VJM,"Štefana Majora 8, Veľké Úľany","zs:9,zs:10"
100002826,036090387,Základná škola s materskou školou,Základná škola s MŠ,"Športová ulica 12, Horné Orešany","zs:9,zs:10"
100002467,036092479,Gymnázium Jána Baltazára Magina,Gymnázium J.B.Magina,"Beňovského 100, Vrbové","gym:5,gym:4,gym:8"
100002856,036093734,Základná škola J. Palárika,Základná škola,Majcichov,"zs:9,zs:10"
100002890,036093751,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 2, Špačince","zs:9,zs:10"
100002806,036093815,Základná škola s materskou školou,Základná škola s MŠ,Dobrá Voda,"zs:9,zs:10"
100002795,036093939,Základná škola,Základná škola,"SNP 5, Cífer","zs:9,zs:10"
100001907,036094081,Základná škola,Základná škola,"Hlavná 25, Zlaté Klasy","zs:9,zs:10"
100001735,036094099,Základná škola Rudolfa Benyovszkého s vyučovacím jazykom maďarským - Benyovszky Rudolf Alapiskola,Základná škola s VJM,"Školská 116, Lehnice","zs:9,zs:10"
100001739,036094102,Základná škola,Základná škola,"Školská 840, Lehnice","zs:9,zs:10"
100001895,036094129,Základná škola Ferenca Móru,Základná škola s VJM,"Školská 204, Vrakúň","zs:9,zs:10"
100001685,036094137,Základná škola,Základná škola s VJM,"Póšfa 82, Holice","zs:9,zs:10"
100002470,036094188,Základná škola,Základná škola,"Komenského 2, Vrbové","zs:9,zs:10"
100002413,036094196,Základná škola Milana Rastislava Štefánika,Základná škola,"Vajanského 35, Piešťany","zs:9,zs:10"
100002099,036094218,Základná škola s materskou školou Sándora Petőfiho,ZŠ s MŠ S.Petöfiho s VJM,"Richterova 1171, Sládkovičovo","zs:9,zs:10"
100002156,036094226,Základná škola,Základná škola,"Š. Majora 560, Veľké Úľany","zs:9,zs:10"
100002019,036094242,Základná škola Lipóta Gregorovitsa,Základná škola s VJM,"Školská 1, Jelka","zs:9,zs:10"
100002958,036094625,Arcibiskupské gymnázium biskupa P. Jantauscha,Arcibiskupské gymnázium,"Jána Hollého 9, Trnava","gym:4,gym:8"
100005280,036103152,Cirkevná základná škola s materskou školou,Cirkevná ZŠ s MŠ s VJM,Keť,"zs:9,zs:10"
100005633,036103918,Reformovaná cirkevná základná škola,Reformovaná CZŠ s VJM,Martovce,"zs:9,zs:10"
100005383,036105881,Základná škola Móra Jókaiho,ZŠ M.Jókaiho s VJM,"Ul. Mieru 2, Komárno","zs:9,zs:10"
100005939,036106011,Základná škola,Základná škola,"Nábrežná 95, Nové Zámky","zs:9,zs:10"
100006069,036110108,Základná škola s materskou školou,Základná škola s MŠ,Preseľany,"zs:9,zs:10"
100005920,036110728,Základná škola,Základná škola,"Hradná 22, Nové Zámky","zs:9,zs:10"
100006796,036110744,Základná škola Endre Adyho,ZŠ E.Adyho s VJM,"Adyho 9, Štúrovo","zs:9,zs:10"
100005961,036110752,Základná škola Gergelya Czuczora,ZŠ G. Czuczora s VJM,"G. Czuczora 10, Nové Zámky","zs:9,zs:10"
100006140,036112101,Základná škola s materskou školou,Základná škola s MŠ,"Školská 1003, Selice","zs:9,zs:10"
100006141,036112119,Základná škola s materskou školou Leandera Osztényiho,Zákl. škola s MŠ s VJM,"Školská 1003, Selice","zs:9,zs:10"
100003769,036115207,Základná škola,Základná škola,"Školská 14, Bošany","zs:9,zs:10"
